sample	group	strain	strain_name_plus_group	BIN	CDS	curated_gene	gene_category	gene_category_subunit	Length	GC	qGC	GC3	qGC3	CAI_genome	pCAI_genome	CAI_HiExp	pCAI_HiExp	KO	annotation_auto	EC	reference
Isolate	Ib	Methyloterricola_oryzae_73a	Ib_Methyloterricola_oryzae_73a	Methyloterricola_oryzae_73a	2585140453	pmoB1_1	pmo/amo	pmoB	1245	0.587148594	24.57920221	0.739759036	34.83975098	0.662811007	51.04911229	0.46797355	80.83928983	K10945	methane/ammonia monooxygenase subunit B		"Frindte, K., Kalyuzhnaya, M. G., Bringel, F., Dunfield, P. F., Jetten, M. S., Khmelenina, V. N., ... & Semrau, J. D. (2017). Draft Genome Sequences of Two Gammaproteobacterial Methanotrophs Isolated from Rice Ecosystems. Genome Announcements, 5(33), e00526-17."
Isolate	Ib	Methyloterricola_oryzae_73a	Ib_Methyloterricola_oryzae_73a	Methyloterricola_oryzae_73a	2585139491	mxaF	mxa	mxaF	1806	0.617386489	49.50426562	0.855481728	91.69933134	0.794357231	95.82660825	0.513349739	97.62508647	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Frindte, K., Kalyuzhnaya, M. G., Bringel, F., Dunfield, P. F., Jetten, M. S., Khmelenina, V. N., ... & Semrau, J. D. (2017). Draft Genome Sequences of Two Gammaproteobacterial Methanotrophs Isolated from Rice Ecosystems. Genome Announcements, 5(33), e00526-17."
Isolate	Ib	Methyloterricola_oryzae_73a	Ib_Methyloterricola_oryzae_73a	Methyloterricola_oryzae_73a	2585139534	xoxF	xox	xoxF	1863	0.622114868	54.16186304	0.847020934	88.90938437	0.789962906	95.11182845	0.537200335	99.2852202	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Frindte, K., Kalyuzhnaya, M. G., Bringel, F., Dunfield, P. F., Jetten, M. S., Khmelenina, V. N., ... & Semrau, J. D. (2017). Draft Genome Sequences of Two Gammaproteobacterial Methanotrophs Isolated from Rice Ecosystems. Genome Announcements, 5(33), e00526-17."
Isolate	Ib	Methyloterricola_oryzae_73a	Ib_Methyloterricola_oryzae_73a	Methyloterricola_oryzae_73a	2585139488	mxaI	mxa	mxaI	276	0.572463768	16.87802629	0.815217391	75.02882177	0.779402958	93.35946507	0.524183693	98.66267005	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	"Frindte, K., Kalyuzhnaya, M. G., Bringel, F., Dunfield, P. F., Jetten, M. S., Khmelenina, V. N., ... & Semrau, J. D. (2017). Draft Genome Sequences of Two Gammaproteobacterial Methanotrophs Isolated from Rice Ecosystems. Genome Announcements, 5(33), e00526-17."
Isolate	Ib	Methyloterricola_oryzae_73a	Ib_Methyloterricola_oryzae_73a	Methyloterricola_oryzae_73a	2585140455	hao	hao	hao	1617	0.56462585	13.25801245	0.701298701	21.95065714	0.622870326	33.94051187	0.417037344	38.18307586	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6	
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_040579091.1	pmoC1_3	pmo/amo	pmoC	723	0.587828492	12.15741391	0.838174274	80.32326072	0.777245333	89.55258843	0.277888613	66.15132349	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C		blastx
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_016919336.1	pmoC1_2	pmo/amo	pmoC	702	0.596866097	16.0224877	0.85042735	86.99929726	0.774814067	88.77957367	0.382542514	98.89903959	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C		blastx
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_040579162.1	pmoC1_4	pmo/amo	pmoC	705	0.604255319	19.88756149	0.770212766	36.77676271	0.660451606	39.07238229	0.224935508	22.76879831	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C		blastx
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_040579226.1	pmoC1_5	pmo/amo	pmoC	702	0.586894587	11.54837198	0.833333333	77.37174982	0.790690689	93.11314125	0.278694663	66.8072148	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C		blastx
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_016921575.1	pmoC2	pmo/amo	pmoC	774	0.587855297	12.1808386	0.829457364	74.44366362	0.765089508	86.0154603	0.319666036	89.3886156	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_016922174.1	pmoC1_1	pmo/amo	pmoC	702	0.5997151	17.40454439	0.854700855	88.73272429	0.780493111	90.58327477	0.395158445	99.41438276	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C		"del Cerro, C., Garcêa, J. M., Rojas, A., Tortajada, M., Ram_, D., Gal_n, B., ... & Garcêa, J. L. (2012). Genome sequence of the methanotrophic poly-_-hydroxybutyrate producer Methylocystis parvus OBBP. Journal of bacteriology, 194(20), 5709-5710."
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_051001170.1	pmoA2	pmo/amo	pmoA	708	0.625706215	34.94963692	0.906779661	99.67205435	0.826679442	98.38369642	0.302596711	82.82970251	K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_026016563.1	pmoA1_1	pmo/amo	pmoA	759	0.611330698	23.65893652	0.833992095	77.58257203	0.712332341	62.54392129	0.327187948	91.1923167	K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]		"del Cerro, C., Garcêa, J. M., Rojas, A., Tortajada, M., Ram_, D., Gal_n, B., ... & Garcêa, J. L. (2012). Genome sequence of the methanotrophic poly-_-hydroxybutyrate producer Methylocystis parvus OBBP. Journal of bacteriology, 194(20), 5709-5710."
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_016921577.1	pmoB2	pmo/amo	pmoB	1266	0.626382306	35.4415554	0.836492891	79.19887561	0.756697741	82.80627782	0.282927652	70.41461701	K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_026016564.1	pmoB1_1	pmo/amo	pmoB	1260	0.641269841	51.65144062	0.842857143	83.18107285	0.755590056	82.33778402	0.343902252	95.57273366	K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B		"del Cerro, C., Garcêa, J. M., Rojas, A., Tortajada, M., Ram_, D., Gal_n, B., ... & Garcêa, J. L. (2012). Genome sequence of the methanotrophic poly-_-hydroxybutyrate producer Methylocystis parvus OBBP. Journal of bacteriology, 194(20), 5709-5710."
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_016921196.1	mxaF	mxa	mxaF	1875	0.617066667	27.33661279	0.8512	87.44436636	0.789926723	92.94916842	0.353048764	96.93136566	K14028	mdh1; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]		"del Cerro, C., Garcêa, J. M., Rojas, A., Tortajada, M., Ram_, D., Gal_n, B., ... & Garcêa, J. L. (2012). Genome sequence of the methanotrophic poly-_-hydroxybutyrate producer Methylocystis parvus OBBP. Journal of bacteriology, 194(20), 5709-5710."
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_016921199.1	mxaI	mxa	mxaI	291	0.587628866	12.06371516	0.793814433	49.87116421	0.758222873	83.41531975	0.358429699	97.49355821	K14029	mdh2; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]		"del Cerro, C., Garcêa, J. M., Rojas, A., Tortajada, M., Ram_, D., Gal_n, B., ... & Garcêa, J. L. (2012). Genome sequence of the methanotrophic poly-_-hydroxybutyrate producer Methylocystis parvus OBBP. Journal of bacteriology, 194(20), 5709-5710."
Isolate	IIa	Methylocystis_parvus_OBBP	IIa_Methylocystis_parvus_OBBP	Methylocystis_parvus_OBBP	WP_016919490.1	hao	hao	hao	1710	0.619883041	29.7962052	0.821052632	68.56406653	0.775807257	89.06066995	0.312312022	87.23354416	K10535	hao; hydroxylamine dehydrogenase [EC:1.7.2.6]		
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517401456	pmoC1_3	pmo/amo	pmoC	765	0.586928105	17.7035913	0.803921569	78.47749115	0.733227767	79.08447142	0.34930325	61.35558928	K10946	methane/ammonia monooxygenase subunit C		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517402628	pmoC1_1	pmo/amo	pmoC	771	0.587548638	18.08295397	0.793774319	71.34547294	0.732167196	78.4522003	0.417479074	96.61102681	K10946	methane/ammonia monooxygenase subunit C		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517403201	pmoC1_4	pmo/amo	pmoC	771	0.586251621	17.19777441	0.789883268	68.31057157	0.728495419	77.18765807	0.414973245	96.05462822	K10946	methane/ammonia monooxygenase subunit C		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517403998	pmoC1_2	pmo/amo	pmoC	771	0.587548638	18.08295397	0.793774319	71.34547294	0.732167196	78.4522003	0.417479074	96.61102681	K10946	methane/ammonia monooxygenase subunit C		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517404225	pmoC1_5	pmo/amo	pmoC	774	0.563307494	8.194233687	0.686046512	16.9701568	0.616088885	23.9251391	0.28754668	13.37885685	K10946	methane/ammonia monooxygenase subunit C		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517404865	pxmC	pxm	pxmC	777	0.550836551	5.639858371	0.725868726	30.12139605	0.610704841	22.58472433	0.349258392	61.22913505	K10946	methane/ammonia monooxygenase subunit C		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517402629	pmoA1_1	pmo/amo	pmoA	759	0.600790514	26.15073343	0.818181818	86.92463328	0.711779526	67.72888214	0.395179354	91.02175013	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517403997	pmoA1_2	pmo/amo	pmoA	759	0.600790514	26.15073343	0.818181818	86.92463328	0.711779526	67.72888214	0.395179354	91.02175013	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517404867	pxmA	pxm	pxmA	753	0.547144754	5.083459788	0.701195219	20.46029337	0.600878837	20.25796662	0.319717118	34.37025797	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517402630	pmoB1_1	pmo/amo	pmoB	1263	0.634204276	56.87910976	0.809976247	82.39757208	0.729575755	77.69347496	0.393646314	90.36418816	K10945	methane/ammonia monooxygenase subunit B		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517403996	pmoB1_2	pmo/amo	pmoB	1263	0.634204276	56.87910976	0.809976247	82.39757208	0.729575755	77.69347496	0.393646314	90.36418816	K10945	methane/ammonia monooxygenase subunit B		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517404866	pxmB	pxm	pxmB	1236	0.593851133	21.2696004	0.716019417	25.69549823	0.615328305	23.72281234	0.324203785	38.08801214	K10945	methane/ammonia monooxygenase subunit B		"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517402041	mxaF	mxa	mxaF	1875	0.608533333	32.09408194	0.8368	93.72787051	0.780508858	94.23368741	0.414106077	95.85230147	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517402044	mxaI	mxa	mxaI	291	0.573883162	11.78553364	0.773195876	56.06980273	0.719092117	72.35710673	0.393771736	90.49064239	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	"Wartiainen, I., Hestnes, A. G., McDonald, I. R., & Svenning, M. M. (2006). Methylocystis rosea sp. nov., a novel methanotrophic bacterium from Arctic wetland soil, Svalbard, Norway (78 N). International journal of systematic and evolutionary microbiology, 56(3), 541-547."
Isolate	IIa	Methylocystis_rosea_SV97	IIa_Methylocystis_rosea_SV97	Methylocystis_rosea_SV97	2517403041	hao	hao	hao	1710	0.622222222	44.0060698	0.826315789	89.98482549	0.789975889	95.95346485	0.392527043	89.85837127	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6	
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518132323	pmoC1_3	pmo/amo	pmoC	774	0.550387597	6.822982678	0.717054264	24.94719054	0.614228114	27.460921	0.254412183	38.4452894	K10946	methane/ammonia monooxygenase subunit C		"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518133085	pmoC1_4	pmo/amo	pmoC	771	0.577172503	13.83607943	0.762645914	40.66328686	0.679531929	49.32403887	0.29366112	71.48288973	K10946	methane/ammonia monooxygenase subunit C		"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518133508	pmoC1_1	pmo/amo	pmoC	771	0.57457847	13.13899451	0.754863813	36.5652725	0.6692294	45.58512886	0.292178809	70.17321504	K10946	methane/ammonia monooxygenase subunit C		"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518133719	pmoC1_5	pmo/amo	pmoC	774	0.591731266	19.66624419	0.763565891	41.10688635	0.647322632	36.79763414	0.247587696	32.93198141	K10946	methane/ammonia monooxygenase subunit C		"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518134932	pmoC1_2	pmo/amo	pmoC	771	0.57457847	13.13899451	0.754863813	36.5652725	0.6692294	45.58512886	0.292178809	70.17321504	K10946	methane/ammonia monooxygenase subunit C		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518135304	pmoC1_6	pmo/amo	pmoC	771	0.604409857	25.81326574	0.86770428	92.94465568	0.772683903	86.64976764	0.25964707	42.33206591	K10946	methane/ammonia monooxygenase subunit C		"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518133507	pmoA1_1	pmo/amo	pmoA	759	0.604743083	26.13012252	0.814229249	66.45542881	0.721225857	66.64554288	0.320806654	86.71313899	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518134931	pmoA1_2	pmo/amo	pmoA	759	0.604743083	26.13012252	0.814229249	66.45542881	0.721225857	66.64554288	0.320806654	86.71313899	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518133506	pmoB1_1	pmo/amo	pmoB	1263	0.641330166	56.12589776	0.852731591	86.79763414	0.769789294	85.6991973	0.368763239	97.73975496	K10945	methane/ammonia monooxygenase subunit B		"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518134930	pmoB1_2	pmo/amo	pmoB	1263	0.641330166	56.12589776	0.852731591	86.79763414	0.766873075	84.55851289	0.367945683	97.61301225	K10945	methane/ammonia monooxygenase subunit B		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518136069	mxaF	mxa	mxaF	1875	0.616533333	34.07266582	0.856	88.02281369	0.812517011	95.71187157	0.337742167	92.45880862	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518136072	mxaI	mxa	mxaI	291	0.58419244	16.92015209	0.783505155	49.53527672	0.739818962	74.08111534	0.354634394	95.83861428	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	"Stein, L. Y., Bringel, F., DiSpirito, A. A., Han, S., Jetten, M. S., Kalyuzhnaya, M. G., ... & Vuilleumier, S. (2011). Genome sequence of the methanotrophic Alphaproteobacterium, Methylocystis sp. Rockwell (ATCC 49242). Journal of bacteriology."
Isolate	IIa	Methylocystis_sp._ATCC_49242	IIa_Methylocystis_sp._ATCC_49242	Methylocystis_sp._ATCC_49242	2518133808	hao	hao	hao	1722	0.62485482	40.49429658	0.848432056	84.93874102	0.787656979	90.72665822	0.347014413	94.57118716	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6	
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563379908	pmoC2	pmo/amo	pmoC	777	0.577863578	5.504587156	0.803088803	41.77668382	0.728943874	62.74334303	0.272137188	57.99955247	K10946	methane/ammonia monooxygenase subunit C		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563380980	pmoC1_1	pmo/amo	pmoC	771	0.616083009	18.75139852	0.871595331	93.89125084	0.738886393	68.56119937	0.332484566	93.95837995	K10946	methane/ammonia monooxygenase subunit C		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563381069	pmoC1_3	pmo/amo	pmoC	780	0.584615385	7.003803983	0.807692308	44.73036473	0.650100911	28.73125979	0.264742685	51.66703961	K10946	methane/ammonia monooxygenase subunit C		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563381932	pmoC1_2	pmo/amo	pmoC	771	0.616083009	18.75139852	0.871595331	93.89125084	0.738886393	68.56119937	0.332484566	93.95837995	K10946	methane/ammonia monooxygenase subunit C		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563379909	pmoA2	pmo/amo	pmoA	771	0.607003891	13.89572611	0.875486381	95.18908033	0.778604502	89.57261132	0.274361936	59.90154397	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563380979	pmoA1_1	pmo/amo	pmoA	759	0.616600791	19.01991497	0.845849802	77.28798389	0.683583008	39.3600358	0.364138038	98.4784068	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563381931	pmoA1_2	pmo/amo	pmoA	759	0.615283267	18.25911837	0.841897233	74.0881629	0.684845435	39.8970687	0.360246111	98.14276124	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	tblastn against pmoCAB2_pmoCAB1 of SC2 strain
Isolate	IIa	Methylocystis_sp._LW5	IIa_Methylocystis_sp._LW5	Methylocystis_sp._LW5	2563379910	pmoB2	pmo/amo	pmoB	1290	0.657364341	55.02349519	0.879069767	96.17364064	0.779457222	89.86350414	0.333003488	94.09263817	K10945	methane/ammonia monooxygenase subunit B		tblastn against pmoCAB2_pmoCAB1 of SC2 strain
